Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year,Target
single,18,3,9500,daytime,1.0,131.0,PT,19.0,1,4,7,127.5,0,male,0,18.0,0,0,7,7,7,13.457142857142856,0,2014,Graduate
single,1,1,9085,daytime,1.0,127.0,PT,37.0,2,9,4,123.2,0,male,1,18.0,0,0,6,7,6,15.714285714285714,0,2007,Graduate
single,53,1,9003,daytime,42.0,150.0,PT,1.0,38,8,8,150.0,0,male,1,23.0,0,7,12,14,12,14.384615384615383,0,2017,Graduate
single,1,2,9500,daytime,1.0,149.0,PT,19.0,38,9,9,126.5,0,male,0,18.0,0,0,8,8,7,12.914285714285713,0,2011,Graduate
single,17,1,9500,daytime,1.0,150.0,PT,37.0,37,9,9,130.3,0,male,1,19.0,0,0,8,8,7,15.114285714285714,0,2011,Graduate
single,1,1,9773,daytime,1.0,136.0,PT,19.0,19,4,3,126.2,0,male,0,19.0,0,0,6,6,6,13.166666666666666,0,2013,Graduate
single,1,1,9238,daytime,1.0,126.0,PT,3.0,1,5,5,125.7,0,male,1,18.0,0,0,6,6,6,11.333333333333334,0,2012,Graduate
married,39,2,9670,daytime,1.0,100.0,PT,37.0,37,9,9,110.0,0,female,1,36.0,0,0,5,5,5,11.4,0,2009,Graduate
single,1,1,9500,daytime,1.0,148.0,PT,19.0,38,9,8,134.8,0,female,0,18.0,0,0,7,7,6,13.35,0,2008,Graduate
single,1,3,9773,daytime,1.0,145.0,PT,38.0,38,9,5,133.1,0,male,1,20.0,0,0,6,9,4,13.0,0,2010,Graduate
single,17,2,9670,daytime,1.0,110.0,PT,3.0,3,4,10,115.6,0,female,0,21.0,0,0,6,10,6,11.875,0,2016,Graduate
single,44,1,9003,daytime,39.0,140.0,PT,2.0,1,4,6,140.0,0,female,0,21.0,0,0,6,12,5,12.142857142857142,0,2014,Graduate
single,1,1,9670,daytime,1.0,154.0,PT,1.0,1,5,7,154.7,0,male,1,18.0,0,0,5,6,5,11.8,0,2009,Graduate
single,1,3,9500,daytime,1.0,140.0,PT,19.0,37,9,9,125.5,0,male,1,19.0,0,0,8,8,7,14.232857142857142,0,2010,Graduate
single,1,4,9500,daytime,1.0,147.0,PT,1.0,1,4,9,124.5,0,male,1,19.0,0,0,8,11,7,12.86,0,2010,Graduate
single,39,1,9070,daytime,1.0,130.0,PT,1.0,1,5,3,112.0,0,female,1,24.0,0,0,6,6,6,15.0,0,2012,Graduate
single,43,1,9500,daytime,1.0,157.0,PT,38.0,3,5,2,141.4,0,male,0,21.0,0,3,7,8,7,13.3875,0,2014,Graduate
single,17,1,9070,daytime,1.0,118.0,PT,38.0,19,9,3,111.0,0,male,0,21.0,0,0,6,6,6,12.5,0,2008,Graduate
single,1,1,9130,daytime,1.0,140.0,PT,4.0,3,3,3,127.8,0,female,0,18.0,0,0,6,7,6,14.285714285714286,0,2016,Graduate
single,1,1,9130,daytime,1.0,133.0,PT,1.0,37,9,9,123.2,0,male,1,19.0,0,0,6,8,6,13.333333333333334,0,2017,Graduate
single,43,1,9003,daytime,1.0,130.0,PT,1.0,2,4,2,130.0,0,female,0,28.0,0,9,18,36,17,13.058823529411764,1,2012,Graduate
single,39,1,9556,daytime,1.0,140.0,PT,37.0,37,9,8,105.0,0,male,1,36.0,0,0,7,11,6,12.35,0,2017,Graduate
married,7,1,9670,daytime,3.0,110.0,PT,37.0,37,7,7,110.0,0,male,0,32.0,0,4,11,15,8,13.6,0,2014,Graduate
single,39,1,9556,daytime,1.0,133.1,PT,38.0,19,9,6,100.0,0,male,1,25.0,0,0,7,11,5,12.58,0,2017,Graduate
single,1,1,9500,daytime,1.0,139.0,PT,19.0,37,9,9,131.5,0,male,0,18.0,0,0,8,8,7,14.13714285714286,0,2010,Graduate
single,1,1,171,daytime,1.0,136.0,PT,37.0,19,5,8,129.0,0,female,1,19.0,0,0,0,0,0,0.0,0,2014,Graduate
married,43,1,9991,evening,3.0,130.0,PT,37.0,37,9,9,130.0,0,male,0,41.0,0,5,10,11,10,14.3,0,2011,Graduate
single,1,1,9070,daytime,1.0,140.0,PT,19.0,19,5,5,131.3,0,female,1,22.0,0,1,6,6,6,12.666666666666666,0,2015,Graduate
single,1,1,9670,daytime,1.0,146.0,PT,1.0,1,9,8,149.5,0,female,1,17.0,0,0,6,8,6,14.875,0,2016,Graduate
single,18,1,9556,daytime,1.0,133.1,PT,3.0,19,2,8,106.0,0,female,0,21.0,0,0,7,8,7,12.375,0,2017,Graduate
single,1,3,171,daytime,1.0,155.0,PT,4.0,3,1,1,144.2,0,female,0,19.0,0,0,0,0,0,0.0,0,2011,Graduate
single,1,1,9085,daytime,1.0,126.0,PT,1.0,1,9,9,127.4,0,male,0,19.0,0,0,6,13,6,15.23076923076923,0,2012,Graduate
single,17,1,9254,daytime,1.0,125.0,PT,1.0,19,4,7,116.6,0,female,1,19.0,0,0,6,8,5,12.666666666666666,0,2013,Graduate
single,17,1,9085,daytime,1.0,120.0,PT,2.0,3,2,2,116.1,0,male,0,20.0,0,0,5,12,3,11.666666666666666,2,2009,Graduate
single,1,1,9500,daytime,1.0,141.0,PT,37.0,38,6,6,125.6,0,male,1,22.0,0,0,7,9,6,13.081666666666669,0,2016,Graduate
married,39,1,8014,evening,1.0,146.0,PT,37.0,37,9,8,120.5,0,male,0,44.0,0,0,6,6,6,14.833333333333334,0,2010,Graduate
single,1,1,171,daytime,1.0,169.0,PT,19.0,37,9,7,176.0,0,male,1,18.0,0,0,0,0,0,0.0,0,2015,Graduate
single,1,1,9500,daytime,1.0,128.0,PT,3.0,1,2,1,127.8,0,male,1,19.0,0,0,7,8,7,14.4125,0,2014,Graduate
single,17,4,9085,daytime,1.0,123.0,PT,19.0,19,4,10,124.4,0,male,0,19.0,0,0,6,14,6,15.666666666666666,0,2012,Graduate
single,51,1,9670,daytime,1.0,140.0,PT,12.0,5,3,3,126.6,0,female,0,19.0,0,2,6,7,6,14.428571428571429,0,2016,Graduate
single,43,1,9070,daytime,1.0,130.0,PT,37.0,37,9,9,129.0,0,male,0,25.0,0,0,6,6,6,13.5,0,2009,Graduate
single,1,1,9238,daytime,1.0,133.1,PT,1.0,1,3,3,102.0,0,male,1,20.0,0,0,6,7,6,13.666666666666666,0,2016,Graduate
single,44,1,9085,daytime,39.0,150.0,PT,3.0,3,2,2,150.0,0,male,0,22.0,0,2,6,7,6,14.428571428571429,0,2014,Graduate
single,1,1,171,daytime,1.0,156.0,PT,19.0,38,9,1,153.6,0,male,0,18.0,0,0,0,0,0,0.0,0,2009,Graduate
single,44,1,9238,daytime,39.0,140.0,PT,38.0,37,7,7,143.0,0,male,0,19.0,0,3,6,6,6,13.333333333333334,0,2014,Graduate
single,17,2,9254,daytime,1.0,128.0,PT,38.0,38,9,9,129.1,0,male,0,18.0,0,0,6,6,6,12.666666666666666,0,2016,Graduate
single,1,1,9070,daytime,1.0,150.0,PT,37.0,37,9,6,131.1,0,male,1,19.0,0,0,6,7,5,13.4,0,2012,Graduate
single,1,1,9500,daytime,1.0,143.0,PT,3.0,3,2,2,129.0,0,female,0,18.0,0,0,8,8,7,13.105714285714283,0,2010,Graduate
single,1,1,9130,daytime,1.0,125.0,PT,3.0,3,2,2,132.4,0,female,0,20.0,0,0,5,7,4,11.75,0,2008,Graduate
single,1,1,9254,daytime,1.0,144.0,PT,19.0,19,9,9,142.6,0,male,1,18.0,0,0,6,7,6,14.166666666666666,0,2012,Graduate
single,17,1,9773,daytime,1.0,121.0,PT,38.0,38,9,8,120.4,0,male,1,18.0,0,0,6,6,6,12.833333333333334,0,2012,Graduate
married,7,1,9147,daytime,3.0,130.0,PT,1.0,4,3,10,130.0,0,male,0,45.0,0,0,5,6,5,11.0,0,2015,Graduate
single,17,1,9238,daytime,1.0,153.0,PT,38.0,38,7,7,159.7,0,male,1,18.0,0,0,6,7,6,15.142857142857142,0,2011,Graduate
married,39,1,9991,evening,1.0,160.0,PT,1.0,1,194,131,128.4,0,male,0,34.0,0,0,5,12,5,10.4,0,2015,Graduate
single,17,6,9670,daytime,1.0,125.0,PT,38.0,1,9,7,125.0,0,f,0,20.0,0,0,6,8,4,14.25,0,2010,Graduate
single,1,3,9147,daytime,1.0,128.0,PT,3.0,3,5,10,116.5,0,female,0,20.0,0,0,5,7,5,11.6,0,2015,Graduate
single,42,1,9500,daytime,1.0,122.0,PT,19.0,3,2,2,122.0,0,male,0,20.0,0,0,8,11,6,12.491666666666667,0,2011,Graduate
married,39,1,9991,evening,3.0,140.0,PT,19.0,19,9,7,152.4,0,male,0,26.0,0,0,5,5,5,12.0,0,2010,Graduate
single,7,1,9500,daytime,3.0,130.0,PT,37.0,38,7,7,130.0,0,male,0,27.0,0,0,8,8,8,12.8875,0,2009,Graduate
single,1,1,9238,daytime,1.0,154.0,PT,38.0,37,9,9,140.4,0,male,1,22.0,0,0,6,6,5,12.6,0,2010,Graduate
single,17,2,9500,daytime,1.0,129.0,PT,38.0,19,5,7,124.0,0,male,1,18.0,0,0,8,8,7,14.312857142857142,0,2010,Graduate
single,17,2,9238,daytime,1.0,133.0,PT,37.0,37,9,4,123.6,0,male,1,19.0,0,0,6,7,6,14.142857142857142,0,2014,Graduate
single,43,1,9147,daytime,1.0,141.0,PT,37.0,37,9,9,130.2,0,female,0,24.0,0,10,15,16,15,13.466666666666669,1,2009,Graduate
single,1,4,9670,daytime,1.0,133.0,PT,1.0,2,4,7,121.1,0,male,0,18.0,0,0,6,7,6,13.666666666666666,0,2014,Graduate
single,17,2,9500,daytime,1.0,130.0,PT,38.0,38,7,7,122.5,0,male,0,19.0,0,0,8,8,7,13.937142857142858,0,2010,Graduate
single,17,4,9500,daytime,1.0,121.0,PT,37.0,37,5,5,118.9,0,male,0,21.0,0,0,7,7,7,14.428571428571429,0,2013,Graduate
single,1,2,9070,daytime,1.0,135.0,PT,19.0,37,9,9,134.0,0,male,1,22.0,0,0,6,10,5,10.8,0,2011,Graduate
single,1,5,9500,daytime,1.0,139.0,PT,38.0,38,9,5,130.5,0,male,0,19.0,0,0,8,8,7,14.992857142857142,0,2010,Graduate
single,17,1,9254,daytime,1.0,115.0,PT,1.0,19,3,3,109.4,0,male,0,19.0,0,0,6,8,6,12.666666666666666,0,2016,Graduate
single,1,1,9500,daytime,1.0,128.0,PT,1.0,19,4,7,125.6,0,female,0,18.0,0,0,7,7,7,12.444285714285714,0,2015,Graduate
single,1,1,9773,daytime,1.0,154.0,PT,37.0,37,9,7,150.2,0,male,1,18.0,0,0,6,6,6,14.5,0,2013,Graduate
single,1,2,9085,daytime,1.0,157.0,PT,3.0,3,5,2,153.9,0,male,0,18.0,0,0,6,7,6,16.571428571428573,0,2014,Graduate
single,17,5,9500,daytime,1.0,137.0,PT,1.0,1,4,4,127.6,0,male,0,18.0,0,0,7,7,7,13.528571428571428,0,2015,Graduate
single,18,1,9773,daytime,1.0,124.0,PT,38.0,37,9,8,126.8,0,female,1,21.0,0,0,6,8,5,13.833333333333334,0,2014,Graduate
single,39,1,9991,evening,1.0,130.0,PT,1.0,1,3,7,140.0,0,female,0,26.0,0,0,5,5,5,12.4,0,2012,Graduate
single,1,1,8014,evening,1.0,125.0,PT,37.0,37,9,7,114.9,0,male,0,29.0,0,8,11,14,11,12.75,0,2009,Graduate
single,1,3,9773,daytime,1.0,153.0,PT,3.0,1,2,8,137.6,0,male,0,18.0,0,0,6,6,6,16.0,0,2015,Graduate
married,39,1,9070,daytime,1.0,160.0,PT,3.0,1,2,5,126.5,0,male,1,30.0,0,1,6,8,6,13.0,1,2014,Graduate
married,42,1,9500,daytime,2.0,130.0,PT,37.0,37,9,9,130.0,0,male,1,32.0,0,0,8,8,8,14.6625,0,2009,Graduate
single,17,3,9070,daytime,1.0,142.0,PT,1.0,38,3,5,146.9,0,male,1,18.0,0,0,6,6,6,13.0,0,2013,Graduate
single,1,1,9130,daytime,1.0,133.1,PT,6.0,11,4,5,138.4,0,female,0,21.0,0,0,5,8,3,14.0,0,2008,Graduate
single,1,1,9500,daytime,1.0,129.0,PT,1.0,1,9,9,120.0,0,female,0,20.0,0,0,8,8,7,15.028571428571428,0,2011,Graduate
single,44,1,9238,daytime,39.0,130.0,PT,19.0,1,9,9,131.9,0,male,1,21.0,0,3,6,7,6,12.0,0,2014,Graduate
single,43,1,9238,daytime,1.0,120.0,PT,1.0,38,4,3,118.3,0,male,1,20.0,0,8,11,12,11,12.0,0,2014,Graduate
single,1,2,171,daytime,1.0,125.0,PT,38.0,19,9,9,117.3,0,female,1,21.0,0,0,0,0,0,0.0,0,2010,Graduate
single,17,5,9773,daytime,1.0,146.0,PT,1.0,37,5,5,146.7,0,female,0,19.0,0,0,6,7,6,13.833333333333334,0,2008,Graduate
single,39,1,9147,daytime,19.0,133.1,PT,3.0,1,3,5,153.2,1,male,0,20.0,0,0,5,8,5,10.2,0,2015,Graduate
single,1,1,9853,daytime,1.0,125.0,PT,19.0,19,5,5,117.0,0,male,1,19.0,0,0,6,7,6,13.428571428571429,0,2012,Graduate
single,17,2,8014,evening,1.0,120.0,PT,19.0,1,5,10,114.8,0,male,0,19.0,0,0,6,8,4,10.5,0,2010,Graduate
single,44,1,9085,daytime,39.0,140.0,PT,3.0,3,4,2,140.0,0,male,0,19.0,0,0,6,8,4,14.4,0,2014,Graduate
single,17,5,9670,daytime,1.0,132.0,PT,19.0,19,5,5,134.1,0,female,0,21.0,0,0,6,6,6,15.166666666666666,0,2010,Graduate
single,42,1,9500,daytime,1.0,123.0,PT,37.0,37,3,3,123.0,0,male,1,21.0,0,0,8,8,8,13.105,0,2009,Graduate
single,43,1,9130,daytime,1.0,140.0,PT,1.0,3,9,2,140.0,0,male,1,20.0,0,0,6,8,6,15.625,0,2014,Graduate
single,44,1,9003,daytime,39.0,160.0,PT,38.0,38,6,6,160.0,0,male,0,21.0,0,0,6,11,6,13.428571428571429,0,2012,Graduate
divorced,43,1,9991,evening,1.0,140.0,PT,37.0,37,5,5,149.8,0,female,0,36.0,0,0,5,5,5,13.8,0,2011,Graduate
single,17,1,9500,daytime,1.0,130.0,PT,19.0,1,9,7,130.4,0,male,1,19.0,0,0,7,7,7,13.894285714285711,0,2016,Graduate
single,39,1,9003,daytime,1.0,120.0,PT,3.0,4,2,2,120.0,0,female,0,27.0,0,0,6,10,5,13.0,0,2013,Graduate
single,1,2,9238,daytime,1.0,136.0,PT,19.0,19,4,7,121.7,0,male,1,21.0,0,0,6,9,5,12.333333333333334,0,2014,Graduate
single,1,1,9500,daytime,1.0,144.0,PT,38.0,37,9,9,125.8,0,male,1,19.0,0,0,8,12,7,12.471428571428572,0,2011,Graduate
single,17,3,9238,daytime,1.0,125.0,PT,19.0,19,7,8,121.5,0,male,0,19.0,0,0,6,10,5,11.666666666666666,0,2014,Graduate
single,1,2,9500,daytime,1.0,97.0,PT,1.0,19,2,7,98.1,0,male,0,21.0,0,0,7,7,7,12.835714285714284,0,2016,Graduate
single,43,1,9085,daytime,1.0,130.0,PT,37.0,37,90,90,125.1,0,male,0,21.0,0,2,9,14,8,13.555555555555555,0,2008,Graduate
single,44,1,9070,daytime,39.0,150.0,PT,12.0,37,3,9,147.7,1,male,1,22.0,0,2,7,7,7,13.571428571428571,0,2015,Graduate
single,1,1,9500,daytime,1.0,118.0,PT,38.0,38,7,7,115.2,0,male,0,19.0,0,0,7,9,6,12.97166666666667,0,2016,Graduate
single,1,1,9500,daytime,1.0,133.0,PT,37.0,37,9,7,121.8,0,female,1,18.0,0,0,8,8,8,12.93875,0,2009,Graduate
single,16,1,9500,daytime,1.0,133.1,PT,37.0,37,9,9,95.0,0,male,0,20.0,0,0,7,7,6,13.755,0,2015,Graduate
single,1,1,9254,daytime,1.0,131.0,DE,37.0,1,9,3,126.1,0,female,0,18.0,1,0,6,6,6,13.666666666666666,0,2008,Graduate
single,1,2,9500,daytime,1.0,133.1,PT,19.0,38,7,9,125.5,0,male,1,21.0,0,0,7,9,7,13.2,0,2012,Graduate
single,53,1,9556,daytime,42.0,140.0,PT,1.0,19,4,5,140.0,0,male,1,22.0,0,1,7,10,6,13.314285714285717,0,2017,Graduate
single,1,3,171,daytime,1.0,137.0,PT,1.0,3,5,2,133.9,0,female,0,19.0,0,0,0,0,0,0.0,0,2011,Graduate
divorced,39,1,8014,evening,1.0,160.0,PT,37.0,37,3,4,97.0,0,male,1,35.0,0,0,6,9,6,11.333333333333334,0,2012,Graduate
single,17,2,9773,daytime,1.0,133.1,BR,19.0,1,9,9,105.0,0,male,0,21.0,1,0,6,6,6,14.0,0,2017,Graduate
single,1,2,9085,daytime,1.0,148.0,PT,38.0,19,4,9,134.7,0,male,0,18.0,0,0,6,6,6,17.0,0,2017,Graduate
single,1,1,9773,daytime,1.0,133.1,PT,3.0,19,2,5,127.0,0,f,0,20.0,0,0,6,6,6,14.333333333333334,0,2012,Graduate
single,1,2,9500,daytime,1.0,131.0,PT,38.0,1,7,4,128.3,0,male,1,18.0,0,0,8,8,7,12.642857142857142,0,2011,Graduate
single,1,3,9500,daytime,1.0,141.0,PT,19.0,19,9,9,126.0,0,male,0,18.0,0,0,8,8,7,15.657142857142857,0,2011,Graduate
single,1,1,9147,daytime,1.0,130.0,PT,1.0,19,3,3,123.0,0,male,1,18.0,0,0,5,7,5,13.333333333333334,0,2011,Graduate
divorced,42,1,9147,daytime,1.0,110.0,PT,37.0,37,9,9,128.2,0,male,0,41.0,0,8,14,24,11,12.25,3,2009,Graduate
married,39,1,9991,evening,1.0,120.0,PT,37.0,19,5,3,156.0,0,female,0,33.0,0,0,5,5,5,14.2,0,2010,Graduate
single,17,4,9070,daytime,1.0,148.0,PT,1.0,3,4,1,163.4,0,male,0,20.0,0,0,6,7,6,11.5,0,2013,Graduate
single,17,1,9670,daytime,1.0,134.0,PT,19.0,37,5,5,125.3,0,female,1,19.0,0,0,6,7,4,13.75,0,2010,Graduate
single,17,1,9670,daytime,1.0,120.0,PT,38.0,37,9,8,113.4,0,female,1,19.0,0,0,6,6,6,13.333333333333334,0,2017,Graduate
single,1,2,9500,daytime,1.0,112.0,PT,1.0,37,4,9,106.8,0,male,1,19.0,0,0,7,8,6,13.533333333333331,0,2015,Graduate
single,17,1,9670,daytime,1.0,123.0,PT,19.0,19,1,1,114.6,0,male,0,18.0,0,0,5,5,4,11.0,0,2009,Graduate
single,1,1,8014,evening,1.0,133.1,PT,3.0,1,1,7,100.0,0,male,0,26.0,0,2,8,11,7,12.75,0,2013,Graduate
single,15,1,9238,daytime,1.0,150.0,ST,3.0,37,2,8,132.5,0,male,0,20.0,1,0,6,9,5,13.0,0,2014,Graduate
single,17,4,9500,daytime,1.0,133.0,PT,4.0,4,4,4,130.7,0,male,0,19.0,0,0,7,7,7,14.757142857142856,0,2015,Graduate
married,39,1,9085,daytime,1.0,120.0,PT,37.0,37,6,6,150.0,0,female,0,43.0,0,0,5,8,5,13.5,2,2009,Graduate
single,1,1,9070,daytime,1.0,139.0,PT,1.0,19,3,9,134.9,0,female,0,20.0,0,0,6,7,6,13.666666666666666,0,2013,Graduate
single,1,3,9070,daytime,1.0,136.0,PT,37.0,38,9,9,125.2,0,male,1,18.0,0,0,6,6,6,14.0,0,2010,Graduate
single,17,5,9773,daytime,1.0,143.0,PT,1.0,1,7,7,136.7,0,male,0,18.0,0,0,6,6,6,12.5,0,2017,Graduate
single,44,1,9085,daytime,39.0,150.0,PT,38.0,38,4,1,150.0,0,female,0,20.0,0,1,6,11,6,13.8,0,2013,Graduate
single,43,1,9500,daytime,1.0,148.0,PT,29.0,38,90,3,131.0,0,male,1,22.0,0,18,23,23,20,14.575,3,2008,Graduate
single,39,1,8014,evening,1.0,120.0,PT,1.0,19,6,8,122.0,0,male,1,24.0,0,0,6,11,5,11.0,0,2016,Graduate
single,1,3,9254,daytime,1.0,118.0,PT,1.0,19,9,9,111.7,0,male,0,19.0,0,0,6,6,6,12.5,0,2015,Graduate
single,17,2,9238,daytime,1.0,125.0,PT,19.0,19,3,3,118.0,0,male,0,18.0,0,0,6,9,5,11.0,0,2017,Graduate
single,1,1,9147,daytime,1.0,139.0,PT,38.0,1,5,5,127.1,0,female,1,22.0,0,0,5,8,5,11.2,0,2011,Graduate
single,1,1,9500,daytime,1.0,144.0,PT,38.0,1,9,10,137.4,0,male,0,19.0,0,0,7,7,7,13.542857142857144,0,2013,Graduate
single,1,4,9556,daytime,1.0,122.0,PT,37.0,1,5,4,123.9,0,male,0,19.0,0,0,7,9,7,12.1625,0,2014,Graduate
single,17,3,9500,daytime,1.0,144.0,PT,1.0,37,9,9,126.5,0,male,1,20.0,0,0,8,8,7,13.487142857142857,0,2010,Graduate
single,1,3,9500,daytime,1.0,154.0,PT,1.0,37,4,9,134.8,0,male,0,19.0,0,0,7,7,6,13.533333333333331,0,2008,Graduate
single,43,1,9853,daytime,1.0,140.0,PT,3.0,1,3,3,128.3,0,male,0,35.0,0,19,21,21,21,12.61904761904762,0,2015,Graduate
single,39,1,8014,evening,19.0,149.0,PT,34.0,34,0,0,126.3,0,male,0,55.0,0,0,6,6,6,13.833333333333334,0,2008,Graduate
single,1,1,171,daytime,1.0,137.0,PT,1.0,38,4,5,130.4,0,female,0,19.0,0,0,0,0,0,0.0,0,2012,Graduate
single,51,1,8014,evening,42.0,140.0,PT,19.0,37,134,193,138.0,1,male,1,21.0,0,13,13,13,11,12.727272727272728,0,2017,Graduate
married,43,1,9254,daytime,3.0,120.0,PT,38.0,37,9,3,120.0,0,male,0,33.0,0,9,12,22,10,13.3,0,2009,Graduate
single,1,1,9238,daytime,1.0,107.0,PT,2.0,12,3,10,104.2,0,male,0,20.0,0,0,6,6,6,12.166666666666666,0,2016,Graduate
single,43,1,9070,daytime,1.0,134.0,PT,19.0,37,7,7,132.7,0,female,0,22.0,0,9,13,13,13,14.0,0,2012,Graduate
single,1,1,9147,daytime,1.0,177.0,PT,1.0,38,3,9,162.3,0,male,1,18.0,0,0,5,6,5,16.333333333333332,0,2012,Graduate
single,17,2,9238,daytime,1.0,145.0,PT,19.0,38,7,6,128.6,0,male,1,19.0,0,0,6,12,5,11.714285714285714,0,2011,Graduate
single,1,1,9773,daytime,1.0,146.0,PT,37.0,37,9,7,149.2,0,female,1,21.0,0,0,6,6,6,13.5,0,2011,Graduate
single,17,3,9500,daytime,1.0,132.0,PT,37.0,37,9,7,128.3,0,male,1,19.0,0,0,7,8,7,14.70625,0,2012,Graduate
single,44,1,9003,daytime,39.0,160.0,PT,1.0,38,4,4,160.0,0,female,1,20.0,0,0,6,9,6,13.444444444444445,0,2014,Graduate
single,15,1,9670,daytime,1.0,130.0,ST,19.0,1,2,7,130.0,1,male,0,20.0,1,0,6,6,6,13.5,0,2017,Graduate
single,1,1,9500,daytime,1.0,140.0,PT,1.0,1,4,4,123.5,0,male,1,19.0,0,0,8,8,8,14.75,0,2009,Graduate
single,17,3,9773,daytime,1.0,132.0,PT,1.0,1,4,9,124.3,1,male,1,19.0,0,0,6,6,6,11.833333333333334,0,2012,Graduate
single,1,1,9147,daytime,1.0,133.0,PT,38.0,38,7,7,147.0,0,male,1,18.0,0,0,5,7,4,13.0,0,2009,Graduate
single,17,2,9070,daytime,1.0,126.0,PT,38.0,38,9,8,129.9,0,female,1,19.0,0,0,6,6,6,13.666666666666666,0,2015,Graduate
single,39,1,9085,daytime,1.0,133.1,PT,19.0,37,9,6,130.0,0,male,0,26.0,0,0,6,17,6,12.666666666666666,0,2012,Graduate
married,39,1,9500,daytime,1.0,133.1,PT,19.0,37,6,6,120.0,0,male,1,32.0,0,0,8,9,7,12.757142857142856,0,2011,Graduate
single,17,1,9500,daytime,1.0,131.0,PT,19.0,38,4,5,132.3,0,male,0,19.0,0,0,7,7,6,11.683333333333332,0,2008,Graduate
single,17,2,9070,daytime,1.0,130.0,PT,37.0,37,9,9,123.7,0,male,0,18.0,0,0,6,6,6,12.333333333333334,0,2008,Graduate
single,1,2,9670,daytime,1.0,123.0,PT,1.0,38,7,7,120.6,0,female,0,19.0,0,0,6,6,6,13.333333333333334,0,2017,Graduate
single,53,1,9085,daytime,42.0,160.0,PT,19.0,37,4,9,160.0,0,male,0,20.0,0,7,11,15,11,13.785714285714286,0,2017,Graduate
single,1,1,9238,daytime,1.0,132.0,PT,1.0,38,9,7,127.1,0,male,1,20.0,0,0,6,9,6,12.333333333333334,0,2017,Graduate
single,1,4,9500,daytime,1.0,137.0,PT,37.0,37,9,9,127.5,0,male,0,18.0,0,0,8,8,8,13.045,0,2009,Graduate
single,1,1,9991,evening,1.0,143.0,PT,19.0,37,5,8,135.0,0,male,1,20.0,0,0,5,5,5,12.4,0,2010,Graduate
single,16,4,9773,daytime,1.0,109.0,PT,37.0,37,9,3,137.0,0,male,1,18.0,0,0,6,7,6,12.666666666666666,0,2010,Graduate
single,1,4,9500,daytime,1.0,128.0,PT,1.0,1,4,10,125.2,0,female,1,18.0,0,0,7,7,7,14.682857142857143,0,2015,Graduate
single,17,1,9670,daytime,1.0,132.0,PT,1.0,1,3,3,119.4,0,male,1,18.0,0,0,6,7,6,13.833333333333334,0,2017,Graduate
married,39,1,9500,daytime,1.0,133.1,PT,3.0,1,5,5,148.8,0,male,1,34.0,0,0,7,7,6,12.513333333333334,0,2015,Graduate
single,18,2,9773,daytime,1.0,132.0,GU,37.0,19,9,7,119.1,0,male,1,22.0,1,0,6,8,5,11.6,0,2009,Graduate
single,17,6,9556,daytime,1.0,118.0,PT,38.0,38,5,5,117.8,0,male,1,19.0,0,0,7,11,6,12.4,0,2016,Graduate
single,7,1,9991,evening,3.0,140.0,PT,37.0,37,9,9,140.0,0,female,0,27.0,0,0,5,6,4,13.5,0,2008,Graduate
single,17,2,171,daytime,1.0,131.0,PT,2.0,1,3,3,148.9,0,male,0,20.0,0,0,0,0,0,0.0,0,2009,Graduate
single,17,1,9254,daytime,1.0,111.0,PT,19.0,19,3,10,117.7,0,male,0,20.0,0,0,6,8,5,10.8,0,2009,Graduate
single,1,1,9773,daytime,1.0,151.0,DE,1.0,1,5,9,146.5,0,male,1,20.0,1,0,6,6,6,13.333333333333334,0,2011,Graduate
single,17,4,9085,daytime,1.0,128.0,PT,38.0,37,4,9,117.9,0,male,0,20.0,0,0,5,12,2,13.5,0,2010,Graduate
single,1,1,9853,daytime,1.0,140.0,PT,37.0,37,9,9,145.3,0,male,0,18.0,0,0,6,6,6,13.666666666666666,0,2008,Graduate
single,44,1,9070,daytime,39.0,120.0,PT,2.0,19,3,8,120.0,0,female,0,21.0,0,2,7,10,6,13.428571428571429,0,2013,Graduate
single,1,2,9070,daytime,1.0,126.0,PT,19.0,38,9,9,132.0,0,male,1,19.0,0,0,6,6,6,14.166666666666666,0,2010,Graduate
single,1,1,9147,daytime,1.0,133.0,PT,19.0,37,9,9,129.9,0,female,0,18.0,0,0,5,5,5,11.6,0,2015,Graduate
single,1,1,9773,daytime,1.0,137.0,PT,1.0,1,5,5,129.3,0,female,0,20.0,0,0,6,6,6,13.666666666666666,0,2011,Graduate
single,16,2,171,daytime,1.0,145.0,PT,3.0,3,2,2,143.6,0,female,0,18.0,0,0,0,0,0,0.0,0,2015,Graduate
single,1,1,9670,daytime,1.0,141.0,PT,19.0,38,9,9,130.5,0,female,0,19.0,0,0,6,8,6,14.25,0,2016,Graduate
married,39,1,9003,daytime,19.0,133.1,PT,37.0,19,9,4,140.0,1,male,0,29.0,0,0,6,11,5,12.6,0,2016,Graduate
